,cell_specimen_id,rheobase_sweep_num,thumbnail_sweep_num,vrest,ri,sag,tau,vm_for_sag,f_i_curve_slope,adaptation,latency,avg_isi,upstroke_downstroke_ratio_long_square,peak_v_long_square,peak_t_long_square,trough_v_long_square,trough_t_long_square,fast_trough_v_long_square,fast_trough_t_long_square,slow_trough_v_long_square,slow_trough_t_long_square,threshold_v_long_square,threshold_i_long_square,threshold_t_long_square,upstroke_downstroke_ratio_ramp,peak_v_ramp,peak_t_ramp,trough_v_ramp,trough_t_ramp,fast_trough_v_ramp,fast_trough_t_ramp,slow_trough_v_ramp,slow_trough_t_ramp,threshold_v_ramp,threshold_i_ramp,threshold_t_ramp,upstroke_downstroke_ratio_short_square,peak_v_short_square,peak_t_short_square,trough_v_short_square,trough_t_short_square,fast_trough_v_short_square,fast_trough_t_short_square,slow_trough_v_short_square,slow_trough_t_short_square,threshold_v_short_square,threshold_i_short_square,threshold_t_short_square
0,601811091,8,32,-67.67409,407.9427421092987,0.020447297,37.948493620916,-98.875,0.3865830115830116,0.0113702463663316,0.03712,43.19272727272727,2.528868100338886,-3.750000238418579,0.6096999999999999,-50.43750381469727,0.6158600000000001,-49.00000381469727,0.6127799999999999,-50.43750381469727,0.6158600000000001,-33.156253814697266,50.0,0.6091199999999999,2.240085677211633,4.5625005,2.33502,-51.84375,2.34032,-50.906254,2.33782,-51.84375,2.34032,-32.437504,45.874996,2.33446,1.8199531437503185,-6.9140625,0.50364,-68.84375,0.97587,-56.40625,0.507455,,,-38.804688,400.0,0.502585
0,602231708,13,34,-73.14401,723.7712144851685,0.15535626,35.42413732928833,-96.78125,0.0279871323898798,0.1878658861096407,0.0136,18.78999999999997,2.1847484488719253,25.875001907348636,0.54308,-61.68750381469727,0.54532,-61.46875381469727,0.54498,,,-50.03125381469727,29.999998092651367,0.5424800000000001,1.0200931249530865,5.15625,5.14492,-52.0,5.147,-51.9375,5.14698,,,-36.562504,116.125,5.14372,2.137952918869262,24.614584,0.5032466666666666,-73.885414,1.24221,-62.911465,0.5052433333333334,,,-50.77084,239.99998,0.5027233333333333
0,602535278,9,46,-70.28506,224.73958134651184,0.20366299,19.439218493254508,-96.31251,0.3502451113354122,0.0904005236379763,0.0381599999999999,51.815,1.9341827104659768,18.0625,0.6346400000000001,-54.25,0.6360399999999999,-54.21875381469727,0.63602,,,-41.25,90.0,0.63422,1.787579371588106,16.135418,5.16096,-52.22916793823242,5.16242,-52.10417048136393,5.162326666666666,-50.76041793823242,5.174453333333333,-36.0625,116.583336,5.160513333333333,1.8988527970316211,8.388392,0.5035171428571429,-70.90626,1.0216514285714289,-57.763397,0.5052514285714286,,,-40.330357,620.0,0.50312
0,604626221,11,37,-65.33749,313.41153383255005,0.051042873,14.042910509558672,-99.43751,0.0923621534080142,0.1027815625269829,0.0134799999999999,19.513333333333343,2.863712751934921,25.031251907348636,0.60242,-53.46875381469727,0.60992,-52.28125381469727,0.6044400000000001,,,-38.78125,20.0,0.60196,2.7699529512228778,23.765625,1.3784599999999998,-53.578125,1.38901,-52.312504,1.38049,-53.57812690734863,1.38901,-38.0,22.0,1.378,2.922923740726088,21.931818,0.5035599999999999,-66.07102,1.1996454545454545,-54.735794,0.5058854545454546,,,-40.857956,220.0,0.5031490909090909
0,604646725,8,35,-70.04945,256.2499046325684,0.033538118,18.220313229232872,-97.78126,0.0185893930374607,,0.0250999999999999,22.620000000000083,2.9468562032994594,30.156251907348636,0.5653999999999999,-46.34375,0.56738,-46.28125381469727,0.5672999999999999,,,-35.437503814697266,50.0,0.5649599999999999,,,,,,,,,,,,,2.7959862602411114,27.057291,0.50334,-71.203125,1.0560033333333334,-51.911457,0.5059233333333334,,,-40.864582,390.0,0.50293
0,605060256,35,10,-68.028046,220.96356749534607,0.10028215,20.623674095021144,-91.78125,0.0166974898435575,,0.01926,48.33999999999983,3.243465532300261,12.312500953674316,0.5617000000000001,-44.68750381469727,0.5809199999999999,-40.96875381469727,0.5647199999999999,,,-34.15625,90.0,0.56114,3.023560600681658,19.65625,6.731120000000001,-39.750004,6.74434,-35.531254,6.73402,-39.75000381469727,6.74434,-26.312502,156.25,6.7304,3.263331667651836,15.09375,0.5036466666666667,-67.833336,1.3026933333333333,-50.25,0.5076066666666667,,,-42.125,380.0,0.5031666666666667
0,605160536,10,32,-65.9409,409.1146886348725,0.11132496,19.152624680784065,-99.03126,0.263509313784949,0.0819724580001975,0.0198199999999999,56.915000000000006,3.085904698919565,18.406251907348636,0.62496,-46.25,0.6270800000000001,-46.09375,0.6268799999999999,,,-37.71875,29.999998092651367,0.6245399999999999,3.1238755238799127,16.250002,1.71006,-45.0,1.71216,-44.96875,1.7121399999999998,,,-37.218754,30.624998,1.7096399999999998,2.8338872086352365,11.208333,0.5034866666666667,-65.677086,1.33772,-47.697918,0.5053466666666667,,,-39.770832,300.0,0.5031
0,606098116,16,20,-74.31005,76.56259089708328,0.039566997,6.061144204220773,-84.43751,0.8071428571428539,0.0049237654655557,0.0535399999999999,23.636,1.5776162132995273,13.093750953674316,0.6027,-53.81250381469727,0.6040000000000001,-53.78125381469727,0.6038399999999999,,,-33.34375,370.0,0.60236,1.6486915982185502,9.734375,15.125039999999998,-51.39063,15.1265,-51.156254,15.1263,,,-31.609375,365.6875,15.124679999999998,1.6736645474097995,5.0859375,0.5033199999999999,-74.40625,0.9016933333333332,-62.067707,0.50639,,,-41.807293,850.0,0.5027816666666666
0,606271263,50,42,-71.57113,144.27076280117035,0.0036829878,7.54048509854996,-87.84375,1.227314444374202,0.0021410027004772,0.00964,12.962105263157891,1.1488579235925092,15.000000953674316,0.52068,-58.81250381469727,0.5216000000000001,-58.81250381469727,0.5216000000000001,,,-35.5,150.0,0.52024,1.0228990225679244,7.0,7.23926,-51.718754,7.24052,-51.53125,7.24034,,,-34.59375,168.5,7.23872,1.2808179371328037,23.796877,0.503455,-71.28125,0.7856399999999999,-58.85938,0.504245,,,-44.453125,400.0,0.5030349999999999
0,606308411,15,45,-72.835396,122.3957985639572,0.05581065,8.6298244998006,-86.65626,0.7602993462381757,0.091789004504684,0.0143199999999998,20.08000000000004,1.5546941674997716,22.187501907348636,0.5348200000000001,-51.6875,0.5358399999999999,-51.50000381469727,0.5356799999999999,,,-31.281251907348636,180.0,0.53454,1.3979843752815362,11.6875,9.66112,-50.59375381469727,9.66386,-50.37500381469727,9.66252,,,-28.218752,229.125,9.66076,1.5932242109055323,26.45,0.5032639999999999,-73.10625,1.031768,-54.24375,0.504064,,,-42.56875,560.0,0.502996
0,611497391,34,9,-61.946053,288.1510555744171,0.058424868,13.66201648241613,-93.75001,0.2467938508498208,0.0940471949211547,0.02078,76.73818181818181,2.957851586407897,18.531251907348636,0.63764,-41.12500381469727,0.6732799999999999,-37.28125381469727,0.63978,,,-31.093751907348636,50.0,0.63716,2.9254667067700124,21.4375,2.84931,-39.015625,2.88728,-37.250004,2.8513900000000003,-39.01562690734863,2.88728,-31.359375,58.8125,2.84882,2.781375817389285,18.950893,0.5032771428571428,-61.92411,1.0195428571428573,-48.839287,0.5065114285714285,,,-34.85268,239.99998,0.5028428571428571
0,612271508,11,12,-70.85196,171.35410010814667,0.03366044,12.474945780222516,-89.78126,0.0182741121269522,-0.0323394404182589,0.0234,177.968,2.886677346559926,32.0,0.94462,-42.03125,0.94648,-41.96875,0.94642,,,-28.406251907348636,170.0,0.94418,2.6860701435184016,31.203129,6.91226,-42.171875,6.91414,-42.07813,6.914070000000001,-40.42187881469727,6.93246,-30.843752,160.3125,6.911759999999999,3.424382734683332,37.517857,0.5032714285714286,-71.52679,1.1056685714285714,-55.6875,0.5060314285714286,,,-35.683037,540.0,0.5029428571428571
0,612893105,13,50,-74.079895,155.72912991046906,0.047161926,11.431497804080566,-92.93751,0.0088469186606454,,0.0087599999999998,,2.5649096705169607,34.15625,0.5259,-50.0,0.5270999999999999,-49.90625381469727,0.5270600000000001,,,-38.09375381469727,140.0,0.5255399999999999,2.042608398142697,32.20313,7.739109999999999,-48.500004,7.740519999999999,-48.375004,7.74045,-47.00000381469727,7.36596,-34.546875,181.0625,7.73865,2.5833258855347228,37.875,0.503469090909091,-74.92614,1.0521163636363635,-53.573864,0.5046472727272727,,,-49.482956,350.0,0.5031036363636363
